Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
20110249,I3,12/03/2012,19/03/2012,Royal Institute of Technology (KTH),Department of Material Physics,3,3,4,3,3,3,3,"The beamline staff did, as always, a splendid job and the ring performance has improved considerably. There were however several minor problems such as repeated closure of the fast valve, software crashes, network failure and broken HV supply.","The Maxlab kitchen is a very nice feature of maxlab but ther should be sufficient fridge space with designated shelf space for each beamline so that old food can be cleaned out on arrival. Complete clean out of fridges, freezers and food cabinets should be done regularly. ",,Wishlist for future beam times,19/03/2012
20110278,MX,13/09/2012,15/09/2012,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",2,4,4,3,3,3,3,"One beam dump, sample changer broke, some errors in the software. But good support and overall a productive trip.","The new web appearance is very confusing, and it is hard to find things.",no good crystals,,02/10/2012
20140496,I911-4,25/04/2015,26/04/2015,Royal Institute of Technology (KTH),Fibre and Polymer Technology,4,5,5,4,4,5,4,,The offices and common areas to prepare samples are extremely bad well kept and there is very little space to work. Most of the space is occupied by trash and leftover samples or consumables. ,,,04/05/2015
20120021,I411,11/02/2013,18/02/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,4,4,4,2,5,5,,"the oven in the chemistry lab is not working since ever and now most of the equipement, like flasks and beakers are missing too",,,26/02/2013
20140302,D1011,15/09/2014,29/09/2014,Eberhard Karls Universität Tübingen,Institute for Physical and Theoretical Chemistry,4,5,5,5,5,4,5,"The introduction to the beamline was good and the handling of hte beamline was not difficult. Unfortunately there's no support of machine operation in the night (0:00 to 8:00), so a loss of the beam, means no light for the rest of the night. Unfortunately this happened two nights.","The people in the User Office are very friendly, helpfull.
The lunch room is very good equipped with everything one needs. ",,,08/10/2014
20130053,D1011,24/03/2014,07/04/2014,Uppsala University,Department of Physics and Astronomy,5,5,5,5,5,5,5,,"-The person who will be responsible for chemcials will be much appreciated!
-The frying pans had a ""sticking coating"" rather than a ""non-sticking"" coating...","We were able to do (nearly) everything planned. The results, however, were not exactly as anticipated and will need more measurements to disentangle. A concept for studies of photocatalytic reactions with synchrotron light has to be developed.",,15/04/2014
20110268,MX,10/05/2013,11/05/2013,Stockholm University,Department of Biochemistry and Biophysics,3,4,1,2,4,5,4,"The wiggler had not been refilled, so we could not start our beam time when we were supposed to.

Someone had shut down the CATS robot, which meant that it had to be warmed up and cooled down again before we were able to use it, a process of ca 5 hours. Then when it was back online it functioned for ca 10 minutes before it crashed and refused to load any more samples.

Our designated local contact did not usually work with our beamline, and was therefore very limited in what she could do to help alleviate the troubles we had.

Flow cell 3 failed at around 10pm. The machine operation room operator could not help us, but called in a technician which actually could solve the problem sometime after midnight.","The reception was closed when we arrived. I am aware that it was a Friday in between a national holiday and a weekend, but there was no information sent to us stating that the reception was closed, or how we were supposed to get in to the building. This is something to address, as a ""klämdag"" is not a general day off in most peoples minds.","Even though we had a lot of trouble, we did manage to collect a couple of good datasets.",,20/05/2013
0,I3,07/04/2014,15/04/2014,University of St. Petersburg,Institute of Physics,5,5,5,4,5,4,5,,The rest room is perfect!,,,24/06/2014
20120240,I311-PEEM,18/09/2012,24/09/2012,Aberystwyth University,Institute of Mathematical and Physical Sciences,5,5,5,5,3,4,5,Some link to sweep the photon energy whilst measuring on the PEEM could of been useful. This was performed at the time on two computers one in the hutch and one at the end station.,The staff at the user office are outstanding. ,,,13/03/2013
20110343,I811,26/06/2012,28/06/2012,University of Babes-Bolyai,Faculty of Physics,5,5,5,5,4,5,5,All the equipments were functioning correctly.,The user interface of the DUO system was functionable and easy to use. The common areas of MAX-Lab were of high standards,All the proposed samples were measured as proposed.,,10/07/2012
20120306,I911-4,21/03/2013,25/03/2013,University of Copenhagen,Department of Pharmacy,5,5,5,5,4,5,5,"We had a very successful beamtime. It was easy with the new detector to have data with good quality and without having severe technical problem similar to what we had last year
We have also a very good scientific and technical support by the facility staff (Sylvio Haas and Tomas Plivelic)  ","The user office services are very good.

The lab. facility is very clean 

Very friendly service and support during the beamtime
 
","95/100

",,01/04/2013
20110240,I3,20/03/2012,26/03/2012,Polish Academy of Science,Institute of Physics,0,0,5,0,0,0,5,Because of the vacuum problems we were not able to perform our measurements.,The user room is not a suitable place to work.,Information on the status of travel support should be actively disseminated.,,04/04/2012
20130109,I911-4,05/12/2013,09/12/2013,University of Bristol,Department of Physics,4,5,5,5,5,3,5,We were unfortunate that our experiment was subject to a number of powercuts and beam down incidents which caused a loss of around 24 hours in total. However the beamline staff worked very hard to get us back up and running as soon as possible. ,the usual high standard that I expect - though access to the analytical balance in the chemistry lab was tricky this visit as it was being used by someone in the glove box which hampered sample preparation at times. ,"I only gave this a 4 instead of the usual 5 as we eneded up losing a day - no fault of Maxlab, but we could have collected more data if we'd had that extra time. ",More supplies in the chemistry lab - or a list of what is available so we know what to bring. ,19/12/2013
20140385,I911-4,30/10/2014,01/11/2014,Lund University,"Department of Chemistry, Physical Chemistry",5,5,5,4,2,5,4,"Software seems to not really be designed for easy use, e.g. the masking tool is clumsy and it's difficult to set up automatic temperature sweeps. The new addition to the software makes it easier to analyze data automatically, but it does not remove the clumsiness of the original software.","The webpage and DUO is sometimes tricky to navigate through (I have a tendency to get lost and not find what I want)

The labs are good, albeit slightly small and far away from the 1911 beam (I wouldn't mind more kick bikes)

Really good coffee",Overall pleased; measurements went well.,,10/11/2014
20120335,I811,21/06/2013,24/06/2013,Institute for Energy Technology (IFE),Department of Physics,5,5,5,5,5,4,5,,There is no cantine,,,14/07/2013
20110255,I4,20/03/2012,02/04/2012,Royal Institute of Technology (KTH),Department of Material Physics,3,4,5,4,3,4,4,"There were some minor problems, some related to the sample preparation and some related to the beamline. But in general it workd fine.","There used to be tools in the clean room. They have disappeared, and it would be helpful to replace them. ",,,10/04/2012
20140222,I911-4,16/04/2015,18/04/2015,University of Copenhagen,Department of Drug Design and Pharmacology,2,5,5,3,3,2,5,The cleaning system didn't work and the manual cleaning required a long time. ,There was a course with a lot of students and they were around in the lab. This made the use of the lab very difficult and a very small space available.,The beam wasn't stable and we could start not before the 16.00 of the first day. The cleaning and the robot problem made our measurements very slow.  Luckly we had also some problems with the samples so the time was enough. ,,24/04/2015
20140298,I811,04/11/2014,07/11/2014,Polish Academy of Science,Institute of Physics,4,5,5,4,5,4,5,"The currently available detector was enough for XANES measurements around Zn K-edge (9659 eV) for Gd2O3:Er,Yb,Zn material which were performed successfully.
Unfortunately, as was expected and as was mentioned in the proposal, EXAFS spectra collection for the same edge turned out to be not successful due to L1-edge of Er (9751 eV) and L2-edge of Yb (9978 eV) are within the proposed measurement energy range. The usage of detector with high resolution capability is required for eventual possibility.","There were some minor issues with locating a die (i.e. a mold) for the  hydraulic pellet mill machine found in the Chemistry Lab. Eventually, the (other) hand-held pellet mill machine was used which was available at the beamline.","As was mentioned earlier, a portion of the planned experiment (or rather test possibility) was not finished due to requirement to have a detector with high resolution capability.",No suggestions,20/11/2014
20120357,I911-4,08/03/2013,10/03/2013,University of Copenhagen,Department of Drug Design and Pharmacology,0,0,0,0,0,0,0,This beamtime was cancelled by the beamline,This beamtime was cancelled by the beamline,This beamtime was cancelled by the beamline,This beamtime was cancelled by the beamline,20/03/2013
20140378,I411,09/12/2014,15/12/2014,Lund University,"Department of Physics, Synchrotron Radiation Research",3,4,4,3,3,2,0,"Beamline computer crashed, water overflow in the beginning of the beamline, frequent beam dumps (>10)",This time all the beamlines at MAX-II were affected (a lot) by beam dumps. On Friday and Saturday (Finally!) information to the users was provided about problems and/or when the reinjection will take place.,Very hard to obtain good results with no/disappearing beam,,09/01/2015
20130338,I811,30/01/2014,03/02/2014,Lund University,Department of Experimental Medical Science,2,5,5,4,5,5,5,,"To study Fe, samples can not be prepared using still dice as a result it was not possible to compare metal content in my samples.
It would be gate to have Fe free dice  for preparation of samples in Fe free conditions. ",sample preparation has to be improved,,10/03/2014
20140387,I411,02/03/2015,08/03/2015,University of Bergen,Department of Chemistry,4,3,4,3,3,3,4,Very good help with mounting the equipment and with alignment. Problems with low filling of the ring. Unstable software - problems with mixing versions of dll libraries.,Useful standards.,Efficient mounting and stable (although not optimal) conditions ensured a succesful run.,,16/03/2015
20120163,I911-4,30/11/2012,04/12/2012,University of Coimbra,Department of Chemistry,5,5,5,5,5,5,5,An excellent facility with very friendly staff! I very much enjoyed my time at the MaxLab,"Very accessible facilities, with more than adequate equipment for experiments and sample preparation.",,,12/12/2012
20110333,I811,14/06/2012,18/06/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,5,5,4,5,4,5,"We have in fact suceeded this time with getting really good quality data for all samples. It has to be noted, however, that the wiggler was down several times","Very convenient, all accessories and facilities were in place",We have got really excellent support and a lot of training in software and excellent guidance in the strategy of the experiments,,25/06/2012
20140004,I3,22/06/2015,29/06/2015,University of St. Petersburg,Institute of Physics,5,5,5,5,5,5,5,,Very good!,,,12/07/2015
0,D1011,12/05/2015,14/05/2015,Aberystwyth University,Institute of Mathematical and Physical Sciences,5,5,5,5,5,4,5,Very supportive,Very helpful and friendly,Excellent results from a most reliable beam line,,28/05/2015
20130295,I911-4,05/06/2014,11/06/2014,Karl-Franzens University,Institute of Molecular Biosciences,4,5,2,4,4,2,5,"Unfortunately, it is not possible to reach any support between 23:00 and 08:00. It would be great, if at least one person would be in the control room (or be reachable via telephone) during that time. Because if any problems occur during that time (e.g. harddrive full), a lot of beamtime is wasted. 
Signal quality could be better (compared to biosaxs beamline P12 at DESY; on the other hand I911-4 offers WAXS). ","Very helpful staff, great lunch and resting rooms, and really nice laboratories! Also the conference room and the two couches above beamline 911-4 were very convenient.",,,20/06/2014
20140495,I911-4,23/10/2015,26/10/2015,Uppsala University,"Department of Engineering Sciences, Applied Materials Science",2,5,5,5,5,5,5,very nice,very nice,not sure yet,Thanks a lot! Thanks Anna! She have been giving a lot of helps during my stay!,04/11/2015
20130148,D7,21/10/2013,28/10/2013,Sahlgrenska Academy at the University or Gothenburg,"Department of Medicine, Centre for Bone and Arthritis Research (CBAR)",5,5,5,5,5,5,5,"First time user, but happy and satisfied.",Very nice and clean lunch room!,"I do not have all the final calculations, but sofar everythingg looks great!",,07/11/2013
20120221,I511-3,08/03/2013,18/03/2013,Helmholtz-Zentrum Berlin,BESSY,3,5,5,3,4,5,5,Trouble with the monochromator (crashed several times),Very nice as always!,"No RIXS possible at N edge due to faulty construction of spectrometer, but some nice NEXAFS data.",,17/04/2013
20140387,I411,03/11/2014,09/11/2014,University of Bergen,Department of Chemistry,3,4,4,3,3,4,4,"- beam line scientists giving very good assistance in assembling the setup
- unstable communication between undulator, mono, and high-voltage unit
- old and partly faulty spare parts at the end station, making it very time-consuming to build tight inlet-outlet systems","Very nice job done at making the chem lab a safe and practical place to work!
The fume hood capacity is too low, especially now that one hood is used for inventory.","The throughout-put is lower that it could have been, cf comments above. But we obtained data of useful quality and of sufficient quantity to make this a quite successful run.",,17/11/2014
20140193,MX,27/11/2014,29/11/2014,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",5,5,5,4,4,3,5,"Scientific and tech. support was excellent, the staff is qualified, friendly, supportive and timely. Thank you for the great measurement time!

Two extra-long injections and a beam loss interrupted our measurements. I remember these problems plagued synchrotrons in the last century, but these days they are rather unusual. Hence my reduced rating for the ring this time.

The software does the job, but is overly complicated, on one hand, and too rigid, on the other. It does not allow the visitors to specify a *single* data collection directory for a visit, trying to create per-project and per-date directories instead (and crashing the process...). The single per-visit root would make backups and data checks much easier. All other attributes (metadata such as project, user, etc.) should be recorded in a database and/or in XML/JSON/key-value pair text files.

The dataset should be identified by a *single* identifier, supplied by the *user* (*not* by the beamline software), and used to name dataset directory and images within. Now we have to duplicate the ID, which is tedious, distracting and error prone.

The beamline processing software clutters our processing directories with undocumented and sometimes redundant large files -- this wastes disk space, backup time and puts extra burden on data management. It also launches processes on our data that are nowhere specified and interfere with our data processing. It would be better if we as users would have full control on what software is started on our collected data and when, and what files are recorded (there is no need to store a file and its gzipped version, or TMP files, in the PROCESSED_DATA tree). Thus, the software could be improved along these lines, IMHO.

The fluorescence detector did not work, so our experiments were restricted to SAD.","Very nice lunch and rest area, very well equipped (better than in other sited :). Thank you!",The overall experiments were very successful.,"Would it be possible for the B/L users to participate in the discussion of the data collection user interface, so that we can give more detailed feedback about our data management needs and conventions?",05/12/2014
20110108,D7,11/12/2012,17/12/2012,University of East Anglia,School of Chemistry,5,5,5,5,5,5,5,"very impressive experience, will submit new proposals again",very nice service in all means,,,28/12/2012
20130311,I811,12/06/2014,16/06/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry and Biotechnology,5,5,5,5,5,4,5,We have got really a lot of help from Stefan Carlson. He helped us with remote control and by guiding us via telephone on both Saturday and Sunday. We succeeded to get all the necessary data in a number of energies through the whole range of the monochromator.,Very nice with new coffee machines! ,,,16/06/2014
20140417,MX,01/10/2014,02/10/2014,Aarhus University,Department of Molecular Biology,5,5,5,4,5,5,5,We did have a small issue with the PC for processing.,Very relaxing enviroment which stimulates good science.,"We arrived with the purpose of obtaining diffraction datasets better than our preliminary of 3.5Å. We collected 3 datasets at 2.8, 2.7, and 2.5Å on our main project. Besides, we were able to get 2 low resolution datasets on a new project. So all in all a very succesfull trip to MAX-lab.",,10/10/2014
20110301,I911-4,07/03/2012,08/03/2012,Lund University,"Department of Chemistry, Physical Chemistry",5,5,5,5,3,5,4,The software can always be improved to also fit less experienced users but it worked fine anyway.,"We brought our own ""laboratory things"" like pipettes, e.t.c. Devices (for example ovens) and samples should always be marked so users can access them if needed. It caused some problems for us since we needed to use an oven which was not booked with a label.","Tomas Plivelic gave us a fantastic support, which was very much appreciated by all of us users, along with good advices. We are very satisfied and our measurements were very successful!",,08/03/2012
20140437,I911-4,20/02/2015,21/02/2015,University of Gothenburg,"Department of Chemistry, Physical Chemistry",4,4,4,4,3,4,5,"There were some issues with the programs for online data reduction, but the beamline staff solved these satisfactorily. ",We could not find a chemical waste. Otherwise everything worked well. ,,,01/03/2015
20140433,I711,24/02/2015,02/03/2015,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,4,2,2,2,2,4,5,Users were accused of errors they didn't do during last beamtime. We were asked to build a shield with nearly no tools and materials. The problem is known since last October but wasn't communicated to the users. We could have brought a shield if we knew before. The software crashed several time and we had to call user support. The pinhole was well worn.,We could see from the log file that we were the last users regenerating the glovebox. Filters were full of oxygen. This has cost us a whole shift.,Due to several problems we could no pass all experiments.,,12/03/2015
20120071,D1011,17/09/2012,24/09/2012,Tampere University of Technology,Department of Physics,5,5,5,5,4,4,5,"In general, the beamline was in excellent condition. The recent enhancements to the end-station (manipulator motorization and analysis chamber camera) are excellent, although one might want to consider installing safety stoppers to the lid and gate valve between prep and analysis chamber. Now it's too easy to crash the manipulator since one is often sitting in the hutch during long z movements. A safety stopper switch in the gate valve (and lid) would stop the z movement before the manipulator rod hits it. 

Manipulator control software had minor bugs and the SES computer was somewhat sluggish, but these were minor inconveniences. 

The sample transfer and storage system is impressive in its simplicity and reliability. In total we measured 26 samples and there were absolutely no problems transferring samples in and out. In the future one might consider having a larger turbo in the loadlock chamber as it would cut down the pumping time for new samples, but it's not critical. 

There was a bad beam on Saturday morning/day. It would be nice if the Machine operators could post more detailed comments on the Message Board regarding beam problems. In particular, it would be good to know if a poor beam is just a one-off incident or if it will persist in the future.","We did a lot of electrochemistry work in the chemistry lab preparing our ex situ samples. Since we had quite a lot of chemistry equipment with us, the lab was rather cramped. In the future, it would be useful to have a dedicated line or large cylinder of inert gas (e.g. nitrogen) in the chem lab for deaerating liquids. Now we had to borrow a large N2 cylinder and move it in and out of the lab.",Once again D1011 gave us a troublefree and productive (quantitatively and qualitatively) run. ,,28/09/2012
0,I411,07/02/2014,17/02/2014,Deutsches Elektronen-Synchrotron DESY,,1,0,0,1,3,3,5,As we brought our own setups and our experiment we completely differnt from the usual techniques normally done at the beamline we did  not require scientific or technical support (questions not applicable). Unfortunately it turned out that the beamline optics performed worse than expected at the required photon energy (higher than usually used); therefore only one star.,We did not use any additional lab ficility,The beamline optics performed poorly. We had ~2 orders of magnitude less photons than expected.  ,,25/02/2014
20130270,I711,01/10/2013,03/10/2013,University of Copenhagen,Department of Pharmacy,4,5,5,3,3,5,3,The Cryojet cooling device was not optimum for our experiments. It was not really possible to control the sample temperature and to link that to data collection. This required a lot of manual work. This could be improved by using an Oxford Cryosystems cryostream. I realise that this is quite a specific wish for our own interests! But maybe it would also be useful to other users to apply controlled temperature ramps in the range 100-400 K. Five stars for the machine because there were no problems during our beamtime.,"We did not use any laboratory facilities. For DUO: maybe this is not the place to say it - but please make it easier to upload PDFs when submitting applications. Every time, no matter how I make a PDF, the system rejects it and I have to resort to plain text entry. Frustrating.",We got the results that we needed!,,17/10/2013
20130267,D1011,27/01/2014,10/02/2014,Dublin City University,School of Physical Sciences,5,5,5,5,5,5,5,,We did not use any of the Laboratory Facilities during this beamtime. ,This was a successful beamtime. All hardware and software operated as expected. ,No additional questions required. ,17/02/2014
20140193,MX,26/11/2014,30/11/2014,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",4,5,5,5,4,3,5,"7.5 hrs were lost at 30.11.2014 (~0.20-8:00) due to beam loss. 2 injection were 1.5 and 45 min longer then 1 hour. From the other hand, we were lucky to collect a larger dataset after 8:00 in 30.11 in compensation.",We did not use chemical lab during last session,"Data collection for the project 20140193 was rather successfull, because it was partially compensated next day.",,02/12/2014
20140487,I711,17/02/2015,23/02/2015,Charles University in Prague,Department of Condesed Matter Physics,5,5,5,4,4,3,5,,We did not use chemistry lab.,,,10/03/2015
20110277,MX,06/02/2013,07/02/2013,Karolinska Institutet,Department of Medical Biochemistry and Biophysics,4,5,5,4,5,5,5,we had no problems at the beam line and everything worked fine.,we did not use laboratory facilities,,,15/02/2013
20120242,I4,30/04/2013,06/05/2013,Karlstad University,Department of Physics,3,2,3,3,4,4,3,"We had a grating problem, and lost one day beamtime.",We did not use the chemical lab and the clean room.,,,15/05/2013
20140193,MX,01/12/2015,03/12/2015,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",5,5,4,4,3,5,5,"It would be nice to have LibreOffice on the data collection machine to fill our electronic lab notebooks. It would be extremely helpful to copy-and-paste all data collection parameters directly from the data collection software into our spreadsheets, to avoid delays and errors.

The data collection software *should not* change directory names at midnight! The data collection program should give us users one directory point where to store our visit data, and to allow any configuration of the tree below that point as we, users, need. The data layout below the group/visit directory should be at the full discretion of the group, not imposed by the beamline software.

The fluorescence scan did not work for some reason (zero signal, not even noise) -- not sure if that was a software or a hardware problem...
",We did not use the lab facilities during this visit.,,Make it shorter; make a &quot;save draft&quot; button (I had to enter this questionnaire for the second time due to a time-out!),10/12/2015
0,I911-4,10/12/2015,11/12/2015,University of Gothenburg,Department of Chemistry,4,5,5,5,5,4,4,"Lost the beam prematurely, so can't give 5 starts.....","We did not use the lab facilities, so I can't grade them.","Turned out that our samples were not quite suitable for this instrument, but for a first try it was quite OK.",,04/01/2016
20110197,D1011,28/05/2012,03/06/2012,Karlstad University,Department of Physics,5,5,5,4,4,4,4,"Everything went very smoothly, except of some very minor issues, hardly worth mentioning, such as the motor of the probe manipulator, the occasional crashing of the SES program and one or two longer injections. ","We did not use the laboratories this time. Duo is a bit cumbersome the first time, but we probably get used to it. ",,,13/06/2012
20120292,MX,15/06/2012,16/06/2012,University of Oulu,Department of Biochemistry,3,2,2,3,3,3,4,"
",We did not use the laboratory facilities. User Office services operation very smooth. Lunch room good.,We managed to collect six data sets to reasonable resolution. The outcome we will know later whether we will see the ligand density. ,,20/06/2012
20120091,MX,29/06/2012,30/06/2012,University of Oslo,Department of Chemistry,5,5,5,4,5,5,5,"we had some problems with hardware (strangely behaving kappa axis) that took some time to fix, but overall we didn't lose much time due to that. ","we didn't use labs, clean rooms, etc. ",quite a few high-quality data sets could be obtained.,,11/07/2012
20140021,I311-XPS,15/09/2014,23/09/2014,Imperial College,Department of Chemistry,5,5,5,5,4,4,4,"The beam went down a number of times overnight, but became more consistent later on in our run, which for us was much better. 

The beamline software froze a couple of times, but other than that we had satisfactory performance. ",We had a problem paying for our accommodation using the card payment device. ,,,01/10/2014
20130175,I811,05/12/2013,11/12/2013,University of Cape Town,Department of Chemical Engineering,5,5,5,5,5,5,5,the support was exceptional as usual,"we had access to a laboratory which we found to be neat and world class, despite many users who are not work related sharing the same laboratory.",,,13/01/2014
20140055,MX,11/11/2014,16/11/2014,University of Gothenburg,"Department of Chemistry, Biochemistry",5,5,5,5,5,4,5,"I was highly satisfied with the help during experimental setup and the new data collection algorithm developed for this particular experiment. We also noticed an improvement in reproducibility of frame to frame readout delay since the last visit. The readout time is still quite long which is not ideal for our experiment. We also liked the ispyb reports. I think MXcube 2 should have a simplified protocol in addition to the new centering logic, but one can get used to the new interface. 
All in all very robust beamline.",We have not use the laboratory.,,,17/11/2014
20110214,D1011,30/01/2012,04/02/2012,Universität Heidelberg,Angewandte Physikalische Chemie,4,4,5,3,3,3,5,"Problems with the manipulator head (see below), PEY amplifier (see below), internet connection (was interrupted every 10 min)",We have not used the lab facuilities,,,14/02/2012
20140265,D7,21/10/2014,27/10/2014,Centre for Art Technological Studies and Conservation (CATS),,4,4,5,4,5,3,5,,We missed a lot a basic optical microscope to prepare tinny samples,,,26/11/2014
20140538,I811,13/05/2015,18/05/2015,University of Porto,Institute of Materials Physics (IFIMUP),4,4,4,5,3,5,5,We are satisfied with the scientific and technical support provided by beamline responsible Dr. Stefan Carlson. Just would like to point out the communication problems with Matlab software.,We received a full and valuable support from the User Office. In general the MAX-lab infrastructure is on high level.,,,26/05/2015
20140433,I711,23/02/2015,02/03/2015,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,5,4,4,3,4,3,5,Minor issues such as a full hard drive on the instrument's computer are easy to fix in advance/regularly. So users should not have to bother with these things during night shifts.,"We were using the glove box. Unfortunately, the filters had to be regenerated by us during our visit. After checking the log entry of the glove box we realised that the last regeneration was also done by us during our previous beam time. Regular maintenance of the glove box should be done by the staff.",,,24/03/2015
0,MX,04/12/2013,05/12/2013,SARomics Biostructures AB,,1,2,2,1,0,0,3,"The beam was not working, it was squed and Folmer could find it a bit of but was not able to center it. Same thing was seen at the I-4  I believe...
So, no good at all.",work at the lab so a bit biased...,we got nothing done.,,13/12/2013
0,MX,14/11/2013,14/11/2013,SARomics Biostructures AB,,0,0,0,0,0,0,0,,"Work here on a daily basis, think it&#180;s all very nice!",,,04/12/2013
0,MX,05/06/2012,05/06/2012,SARomics Biostructures AB,,4,5,4,5,3,5,0,"There is a need to update the generation of the XDS.INP files at I911:2 and I911:3

We had a naming issue which led to a need for manual editing of the XDS.INP files being neccessary.

One issue with connection to server not working (also software related but resolved by Roberto).",Works well!,Good but too low diffraction of crystals to make them useful (probably not beam line related),,07/06/2012
0,I4,31/08/2015,07/09/2015,"University of California, Santa Barbara",,4,5,5,3,3,3,5,A few software crashes of the mono/undulator control.,would like more space and a house nitrogen line in the clean room,would like to have liquid helium temperature on the manipulator,,15/09/2015
20140031,I311-XPS,02/11/2015,09/11/2015,University of Manchester,School of Physics and Astronomy,4,5,5,5,5,3,5,"Great support on the beamline as ever.
Some problems with beam stability (end of life issues!)",You will find it hard to replicate the quality of this at MAXIV I think!,"Apart from some issues of beam stability/current  at the start of the week, any remaining problems we due to our samples.  In general a successful run.",,24/11/2015
20110377,I911-4,01/02/2012,02/02/2012,Institute of Biochemistry,Department of Bioanalysis,4,5,5,3,4,5,3,For some reason thermostat did not work,,,,20/03/2012
0,MX,01/02/2012,01/02/2012,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,A nanodrop and a refrigerated high speed bench-top centrifuge.,01/02/2012
20110339,I811,01/03/2012,05/03/2012,Technical University of Denmark,Department of Chemistry,4,4,4,3,4,4,4,,,,,19/03/2012
20110267,MX,01/04/2012,02/04/2012,University of Copenhagen,Department of Drug Design and Pharmacology,0,4,0,4,2,4,3,,,,,02/04/2012
20110229,I3,01/05/2012,07/05/2012,Lund University,Synchrotron Radiation Instrumentation,5,5,5,5,5,5,5,"We had discusssed the expeirments beforehand so that we knew what was possible or not, this helped making the right choices of gratings and slits settings",,,,14/05/2012
20110361,I911-4,01/06/2012,04/06/2012,Technical University of Denmark,Department of Chemistry,3,3,2,2,2,4,3,"The beamline were out of syringes, so we had to reuse them. That was unfortunate.
Furthermore, some software-hardware communication broke down on Sunday, and the BL scientist could not fix it.",,,,03/10/2012
20120091,MX,01/06/2012,02/06/2012,University of Oslo,Department of Chemistry,4,5,4,3,5,3,5,"We had quite a few problems with the sample changer robot and in addition, the beam was lost few times on the first day. We got offered more beamtime and could use the beamline the night before our actual shift, so that was very nice! :) ",,,,21/06/2012
20110361,I911-4,01/06/2012,02/06/2012,Technical University of Denmark,Department of Chemistry,4,3,4,3,3,3,4,,,,,11/06/2012
20120091,MX,01/06/2012,02/06/2012,University of Oslo,Department of Chemistry,4,3,5,4,3,4,5,,,,,11/06/2012
0,Nuclear-Physics,01/06/2012,21/07/2012,George Washington University,Department of Physics,5,5,5,5,5,5,5,,,,,30/07/2012
20110283,MX,01/07/2012,02/07/2012,Latvian Biomedical Research and Study Centre,,4,4,4,4,4,4,4,,,,,26/08/2013
20110283,MX,01/07/2012,02/07/2012,Latvian Biomedical Research and Study Centre,,5,5,5,5,5,5,5,,,,,09/07/2012
20120207,I511-1,01/10/2012,08/10/2012,Lund University,Department of Chemistry,3,3,3,2,2,4,3,"I got only one week and in that I lost the beam two times so I couldn't measure anything and the time for beam loss was after 12 midnight. Therefore, If this can be improve it will be good for others.",,,,16/10/2012
20120123,I311-XPS,01/10/2012,08/10/2012,Norwegian University of Science and Technology,Department of Physics,4,5,5,4,4,4,5,"Only some minor problems with specific parts at the beam line, see below.

We had an accident that delayed the startup but which was compensated so the experiments were possible to finish.",,,,03/11/2012
20120123,I311-XPS,01/10/2012,08/10/2012,Norwegian University of Science and Technology,Department of Physics,4,4,4,4,3,4,0,,,,,30/10/2012
0,I811,01/12/2012,02/12/2012,Lund University,"Department of Earth and Ecosystem Sciences, Geology",4,5,5,3,3,4,3,,,,,26/09/2013
20110359,I811,02/02/2012,06/02/2012,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",5,5,5,4,5,4,5,"Excellent experience. The only two minuses are:
One of the ion chambers were out of order.
One of the nights we were out of beam because it dumped 23.30 in the evening.",,The experiment answered three of our most important questions related to the development of our new catalysts. We are very satisfied with our results.,,19/03/2012
20110271,MX,02/02/2012,03/02/2012,University of Copenhagen,Department of Chemistry,4,5,5,3,3,3,3,We general experience problems with the auto sample changer at 911-3,,,,08/02/2012
0,I811,02/05/2012,02/05/2012,Haldor Topsøe A/S,,3,5,4,5,4,5,5,,,,,14/05/2012
0,I811,02/05/2012,02/05/2012,Haldor Topsøe A/S,,5,5,5,4,4,4,5,,,,,18/05/2012
20120227,I511-1,02/09/2012,10/09/2012,Royal Institute of Technology (KTH),Department of Material Physics,4,5,5,5,4,4,3,all very good,,successful,,28/09/2012
0,I911-4,02/10/2012,02/10/2012,University of Copenhagen,Department of Basic Sciences and Environment,4,4,4,5,5,4,5,Great with the new M1 Pilatus detector!,,,,10/10/2012
20120021,I411,02/10/2012,08/10/2012,Uppsala University,Department of Physics and Astronomy,0,5,5,5,5,5,5,,,,,13/02/2014
20120050,I911-4,02/11/2012,04/11/2012,University of Bristol,School of Chemistry,4,3,5,5,5,5,5,"operation was smooth and all workered well. Lots of help from tomas on setting up. Thanks you.
No real scientific help is given for the experiment, which might have helped in optimizing any experimental results. However, generally all ran well.",,,,12/11/2012
